timestamp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,kinect_x,kinect_y,kinect_z
1772865465.291128890,pygame 2.6.1 (SDL 2.28.4, Python 3.13.7),406 380 689
1772865465.308808856,Hello from the pygame community. https://www.pygame.org/contribute.html,406 380 689
1772865481.447808004,0 0 -0.12169291338582638,362 297 0
1772865481.769614688,0 0 -0.12169291338582638,359 301 0
1772865482.446693345,0 0 -0.12169291338582638,336 356 660
1772865482.519517822,0 0 -0.09169291338582639,343 390 640
1772865482.668374441,0 0 -0.09169291338582639,347 397 638
1772865482.783664287,0 0 -5.981692913385826,341 392 641
1772865482.800020640,0 0 -5.981692913385826,341 392 641
1772865482.893606386,0 0 -5.981692913385826,341 374 647
1772865482.923705783,0 0 -5.981692913385826,334 366 655
1772865483.017852455,0 0 -5.981692913385826,332 353 662
1772865483.292843275,0 0 -5.981692913385826,336 321 675
1772865483.504611209,0 0 -5.981692913385826,333 319 675
1772865483.875287902,0 0 -5.981692913385826,334 335 669
1772865483.884522506,0 0 -5.981692913385826,334 364 652
1772865483.922611230,0 0 -5.981692913385826,334 364 652
1772865483.925725754,0 0 -5.981692913385826,334 364 652
1772865483.964438824,0 0 -5.981692913385826,331 363 655
1772865483.968541371,0 0 -5.981692913385826,331 363 655
1772865484.242845951,0 0 -5.981692913385826,336 391 640
1772865484.487770615,0 0 -5.981692913385826,347 381 639
1772865484.491447707,0 0 -5.981692913385826,338 384 642
1772865484.496010187,0 0 -5.981692913385826,338 384 642
1772865484.499637628,0 0 -5.981692913385826,338 384 642
1772865484.656402095,0 0 -5.981692913385826,333 366 653
1772865484.822238664,0 0 -5.981692913385826,337 348 660
1772865484.945807459,0 0 -5.981692913385826,333 357 658
1772865485.264205431,0 0 -5.981692913385826,340 389 640
1772865485.707882713,0 0 -5.981692913385826,336 370 648
1772865486.326577861,0 0 -5.981692913385826,337 401 639
1772865486.526116632,0 0 -5.981692913385826,332 376 0
1772865486.574446746,0 0 -5.981692913385826,337 379 644
1772865486.676235511,0 0 0.3083070866141736,340 394 0
1772865487.001898196,0 0 0.3083070866141736,345 399 0
1772865487.643046922,0 0 0.3583070866141736,343 395 0
1772865487.646310881,0 0 0.3583070866141736,341 399 635
1772865487.651580952,0 0 -5.981692913385826,349 395 0
1772865487.655299766,0 0 -5.981692913385826,349 395 0
